 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 c_custkey |       c_name       |    revenue    |  c_acctbal  |     n_name     |                c_address                 |     c_phone     |                                                      c_comment                                                       
      6856 | Customer#000006856 | 104492.000000 | 4984.790039 | UNITED KINGDOM | CQMnbODOwhI9toZ75vf                      | 33-529-574-6366 | . blithely ruthless warthogs against the slyly final deposits wake along the furiously fi
      1378 | Customer#000001378 | 104129.000000 | 2675.729980 | PERU           | zDULZOX6KrHF6aL1AMsIg0Ivv4Crz            | 27-806-173-2824 | ges haggle slyly alongside of the furiously final excuses. carefully regular foxes boost across the regular, ex
     12340 | Customer#000012340 | 100455.000000 | 4008.080078 | KENYA          | VXrRb4QjB4hLfxDcgb                       | 24-807-409-6682 | he quickly even requests nag quickly across the quickly final requests. quickly special asympto
      5968 | Customer#000005968 | 98739.000000  | 2762.040039 | RUSSIA         | kFLk0 CQRbFL                             | 32-175-518-6789 | ully along the slyly ironic courts. accounts poach about the blithely express accoun
      9628 | Customer#000009628 | 98593.000000  | 9599.690430 | IRAQ           | ybbT7Aq,,LNbsBPNsnOqa                    | 21-133-992-4412 | equests haggle furiously furiously close deposits. slyly regular pearls integrate fluffily ironic pinto bean
      1774 | Customer#000001774 | 98343.000000  | 2922.610107 | INDIA          | 5pstbh4XaxP91 ,wNQFbR                    | 18-753-365-9994 | furiously theodolites. blithely unusual ideas main
      7765 | Customer#000007765 | 96929.000000  | 6219.490234 | SAUDI ARABIA   | vszl6jn9f6M41 Om6amSFE7Rrrabjxu          | 30-779-756-5523 | lar instructions. packages detect around the fluffily express pearls. special foxes cajole slyly against the pendi
      6739 | Customer#000006739 | 96682.000000  | 2838.350098 | ETHIOPIA       | 3lsA2Q8pNR                               | 15-493-613-7300 | uests nag furiously according to the quickly even dinos. ironic, bold requests
     11587 | Customer#000011587 | 95652.000000  | 6363.939941 | PERU           | VW9QKTng4L9fG                            | 27-556-917-7765 | ven theodolites affix. blithely unusual accounts ca
      8678 | Customer#000008678 | 93524.000000  | 3496.560059 | GERMANY        | aDiwWAdIWsk 5u3I0,7ikbgPJ                | 17-412-187-4865 | s are. fluffily ironic accounts above the blithely regu
     13717 | Customer#000013717 | 93498.000000  | 8228.769531 | MOZAMBIQUE     | YUUk0z,vNMTvBK4 MVBL42GkXBtD             | 26-353-576-2495 | r deposits affix. sly packages ca
     10859 | Customer#000010859 | 93495.000000  | 6372.779785 | ALGERIA        | w7Tb3s QYzgTLZ3DR1mnGGH0qZnYlIdMuDxDe    | 10-822-238-2591 | es nag. deposits boost. ideas haggle. express requests boost fluffily. ruthlessly pending asymptotes cajole slyly a
      7517 | Customer#000007517 | 93197.000000  | 2582.189941 | ALGERIA        | jN8jmJ2dDW4Q4UVZyazy48yB0ogMb74q1Pz      | 10-424-671-9779 | nts need to are carefully final accounts. silent accounts sleep blithely across the deposits. quick
      9397 | Customer#000009397 | 92655.000000  | 9572.990234 | UNITED STATES  | ahPdE3C2pGzqrXX4no3xYrfNZoFOOW2XX3y      | 34-149-388-5309 | final excuses cajole alongside of the enticingly final re
        10 | Customer#000000010 | 92492.000000  | 2753.540039 | ETHIOPIA       | 6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2       | 15-741-346-9870 | es regular deposits haggle. fur
      3857 | Customer#000003857 | 92370.000000  | 9467.379883 | JAPAN          | AbKIv1s61 Vd 1tjKXd6KH 9Ujpt41b8q3VdM    | 22-808-544-3851 | ding ideas. final dependencies at the furiously even packages affix f
      4697 | Customer#000004697 | 92096.000000  | 1861.640015 | UNITED KINGDOM | zjotK6CNpcP                              | 33-123-277-3543 |  packages detect. furiously even foxes sleep ca
      8794 | Customer#000008794 | 91884.000000  | 7779.299805 | CHINA          | 6dnUgJZGX73Kx1idr6                       | 28-434-484-9934 | deposits detect furiously even requests. furiously ironic packages are slyly into th
      7561 | Customer#000007561 | 90995.000000  | 9551.980469 | RUSSIA         | dScrIQgPe2icGZ0o6y0                      | 32-656-482-3524 |  waters haggle ironic, special courts. ironic requests haggle. final, silent deposits sleep. ironi
     13576 | Customer#000013576 | 90795.000000  | 5723.580078 | CANADA         | GZ1EMtIJ6e1Muk98am                       | 13-260-518-2518 |  unusual packages cajole on the carefully special e
      7588 | Customer#000007588 | 90727.000000  | 7677.240234 | VIETNAM        | tqqK1YQm1a8PJlFsPUTL46UnKlyBiGke06yRDI   | 31-317-679-6941 | kages wake. fluffily express deposits kindle carefully. bold, express accounts wake slyly slyly final package
      9517 | Customer#000009517 | 90394.000000  | 6622.410156 | IRAN           | xhqe11IElKs,                             | 20-627-314-5003 | ckly ironic accounts. carefully final accounts sleep. carefully pending ins
      5849 | Customer#000005849 | 90156.000000  | 5950.720215 | EGYPT          | 7KhE5zvDLqXjOpp5vQM6F Nk9rxRHNbu2ywaq0   | 14-261-174-6169 | structions. even dugouts boost slyly ag
      3130 | Customer#000003130 | 89869.000000  | 5441.740234 | JORDAN         | gOdJ4RM9F4SuXIp,JaBLv,QcSRjNRd2zSlJ0ZfJ  | 23-143-859-9498 | es. blithely even tithes sleep slyly along the blith
      9314 | Customer#000009314 | 89644.000000  | 3641.889893 | VIETNAM        | C2hr4gi0okYaQNGrHcEMI5z4VZsHq0           | 31-245-156-8120 | nding asymptotes cajole quickly above the carefully special instructi
      1874 | Customer#000001874 | 89503.000000  | 3121.929932 | PERU           | DVHIWiilJuI                              | 27-133-279-5869 | s. carefully final requests unwind furiously among the 
     12596 | Customer#000012596 | 89443.000000  | 2626.629883 | GERMANY        | VfwRToRJeMlV8Mj46crdop85v6FZvXb3u,MZwi   | 17-435-482-1843 | bold deposits against the bold, final packages sleep across the carefully ironic pearls
      5386 | Customer#000005386 | 89344.000000  | 7942.819824 | SAUDI ARABIA   | ,QTmLkjDEasTzmVbNSDVJroh39djC            | 30-547-955-2898 | y pending excuses. carefully silent request
      2140 | Customer#000002140 | 89333.000000  | 2959.310059 | EGYPT          | 2zzYVUn42WgHrasWgZIS                     | 14-327-259-3924 | y even accounts. silent packages haggle furiously bold deposits. carefully express instructions solv
      2500 | Customer#000002500 | 88170.000000  | 3399.159912 | ALGERIA        | pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q         | 10-338-582-4233 | ronic requests nod. warthogs ha
     11278 | Customer#000011278 | 88157.000000  | 9439.209961 | INDIA          | X8jI88jeYKZT,QRIb7tujef                  | 18-578-157-1298 | ess requests. regular multipliers cajole daringly slyly final packages. gifts
      4834 | Customer#000004834 | 87675.000000  | 7306.700195 | ETHIOPIA       | cne8rG4FOccfKIh4RUf2tiwvuDQao            | 15-441-897-3193 | ual, final pinto beans. furiously even 
      7759 | Customer#000007759 | 87556.000000  | 6432.600098 | RUSSIA         | m1YQyBXFG6 EcrRjpRmwGbHBgG E             | 32-171-630-1866 | ole. bold requests thrash regular asymptotes. furiously close requests are carefu
      6400 | Customer#000006400 | 87537.000000  | 1362.290039 | JORDAN         | B7M0M7FZy06iyPxs VmGJaRJeYgSiL           | 23-177-650-5024 | ctions are above the permanently ironic packages. 
      1591 | Customer#000001591 | 87115.000000  | 7470.700195 | INDONESIA      | ZLJNTInWmiv9a1                           | 19-142-875-7741 | yly final foxes should have to use carefully. even, bol
      6958 | Customer#000006958 | 86991.000000  | 9829.410156 | ETHIOPIA       | pyyjzooPiwi2FUIz                         | 15-554-805-5336 | ly final pinto beans. carefully express ideas about the furiously unusual pinto beans ha
      1262 | Customer#000001262 | 85723.000000  | 2840.360107 | CANADA         | u39WRGDI6AKU                             | 13-444-583-3984 |  final accounts sleep slyly Tiresias. packages are furiously idle platelets. slyly silent requests are acr
      3139 | Customer#000003139 | 85289.000000  | -121.660004 | GERMANY        | 0MJdrfD2PNOshu0tftTdzu1                  | 17-806-400-3439 | ouches according to the never special m
      9881 | Customer#000009881 | 85165.000000  | 9462.610352 | ALGERIA        | yiWsjl3Zlh5wqqwg                         | 10-650-761-2858 | dolites. carefully final packages across the special, final instructio
      4687 | Customer#000004687 | 84859.000000  | 8626.219727 | EGYPT          | xJLkyfv68VOcNvAqGWSYcM1pG                | 14-538-693-4140 |  cajole quickly above the ideas. carefully final deposits 
      8552 | Customer#000008552 | 84613.000000  | 2597.870117 | JORDAN         | AWGOSstDlBrK9PVxd2FlgZEFhpUmPoS3TDtJ     | 23-790-411-2471 | into beans. slyly unusual foxes boost according to the furiously special 
      8788 | Customer#000008788 | 84084.000000  | 8611.209961 | IRAQ           | 8wtT8OztbzYF                             | 21-786-675-3702 | s; final requests affix after the express deposits. even packages could have to w
      2486 | Customer#000002486 | 83838.000000  | 2968.820068 | INDIA          | l8Nok1BAkTS0ysB6SeDeoz mCMY2po           | 18-587-372-7983 | nments. carefully ruthless pinto beans cajole. furiously special accounts alongside of the sly
     10811 | Customer#000010811 | 82982.000000  | 8056.750000 | UNITED STATES  | egB2SSRFbbSQDzAZ4lVMAl9Qc                | 34-251-346-8700 | aggle blithely above the carefully unusual requests. special accounts outside the reques
      4360 | Customer#000004360 | 82673.000000  | 3444.479980 | JAPAN          | f9tnViOxBAP5xRDd                         | 22-248-753-9516 | ully even, final theodolites. final packages sleep after the unusual, even foxes. quickly re
      9889 | Customer#000009889 | 82310.000000  | 5687.419922 | EGYPT          | DwnVSOnTO09dIoT zj7wy1vwuI,7O DaETIVA    | 14-123-182-7328 | y pending ideas. blithely unusual somas wake carefully according to the carefully bold ideas. unusual acc
      4225 | Customer#000004225 | 81235.000000  | 7111.919922 | ARGENTINA      | uBv YjbKBVxv,JigRGzNT4M                  | 11-992-889-2217 | ve the express, slow foxes. blithely express ac
      2662 | Customer#000002662 | 81221.000000  | 6703.799805 | JORDAN         | hzh1j5E2DOG6MdoiMbq7TUT8I8SznUi          | 23-833-374-9658 | ccounts integrate slyly of the final, special accounts. slyly ironic asymptotes affix. ironic, bold instructi
      1678 | Customer#000001678 | 80492.000000  | 3396.570068 | EGYPT          | xq R0 eIkV019MjY8yRdj r,Gfd              | 14-624-973-2343 | sits. fluffily even instructions are again
      5530 | Customer#000005530 | 80234.000000  | 7125.350098 | ETHIOPIA       | 16N5N5k9BcB3RnQ                          | 15-710-388-5122 | quickly express deposits wake along the blithely regular packages. furiously even requests sleep quickly iron
     13928 | Customer#000013928 | 79987.000000  | 6630.279785 | RUSSIA         | q38SIEWQzC                               | 32-775-150-3452 | above the furiously silent packages haggle according to the furiously even packages! qui
     13342 | Customer#000013342 | 79943.000000  | 2751.419922 | INDIA          | kdq6EegtcihGam5K1 d0un,KEEpGEUFdo4LWKEN  | 18-749-665-5660 | usly. slyly regular instructions cajole slyly carefully special deposits. blithely ironic requests are pending, exp
      5732 | Customer#000005732 | 79936.000000  | 7473.000000 | KENYA          | 839VCaQgulzVOlZDRhPhDzuXSSctXF1hpoFhM    | 24-421-704-6654 | ess packages are quickly across the furiously busy requests. theodolites sleep above the furious
      3163 | Customer#000003163 | 79883.000000  | -238.429993 | FRANCE         | HONHxmBwiVIfQJigiGw8VQ37Yrc129Hlz7M,     | 16-509-612-5108 | ecial courts hang furiously. carefully silent asymptotes nod excuses. sl
      1906 | Customer#000001906 | 79784.000000  | 3448.100098 | ETHIOPIA       | pByvzLPeSKa8Zlh5ncJwAuYK2U               | 15-956-730-8661 |  the fluffily special foxes. carefully pending deposits by the special, final accounts wake care
     12766 | Customer#000012766 | 79673.000000  | 3037.330078 | GERMANY        | K6ZUE1Ln RZ,,o9t,Oe4LqoSdqcn             | 17-120-975-3263 |  pending sheaves. quickly even instructions serve carefully slyly special instructions. regular frays haggle a
      3325 | Customer#000003325 | 79591.000000  | 3736.709961 | INDONESIA      | cmbCTSmIkTuNbj6VILXnc8BtlL               | 19-569-590-2783 | thely special instructions snooze fluffily alongside 
      8353 | Customer#000008353 | 79457.000000  | 501.269989  | ALGERIA        | ,IpII iTXIW6iyeb7k1d8MA8kAe4RrocfgjQmU5d | 10-499-996-3322 |  accounts breach. bold, even theodolites around the carefully unusual de
      5131 | Customer#000005131 | 79419.000000  | 8866.870117 | ROMANIA        | spdUmsLfI9omQ49Y75mk                     | 29-530-489-2283 | cajole. carefully final pinto beans after the quickly regular depths wake
      6224 | Customer#000006224 | 79090.000000  | 9794.490234 | ETHIOPIA       | LFoSAlF,JOEn4gVU0qGhIpu                  | 15-952-723-9945 | ly blithe dependencies use across the slow requests.
     14395 | Customer#000014395 | 78923.000000  | 4050.189941 | IRAN           | oi75JTSEX0uecoTmlENoZOy4s5lXhImF0V25VI3g | 20-157-710-4138 | quickly foxes. blithely regular requests at the fluffily s
     14935 | Customer#000014935 | 78678.000000  | -559.020020 | EGYPT          | zq0uTAaUZf                               | 14-642-696-8486 | uests wake. furiously final ideas wake carefully blithely u
     12376 | Customer#000012376 | 78199.000000  | -895.880005 | INDONESIA      | ENy03SKuL3WoDqL,dD xZsKYp                | 19-543-573-1667 |  special accounts cajole permanently. requests above the quickly pend
      1490 | Customer#000001490 | 78139.000000  | 8997.599609 | SAUDI ARABIA   | vBUkY7eCyWP                              | 30-326-598-2437 |  bold orbits boost slyly according to the carefully ironic accounts. slyly special packages whithout the 
     12833 | Customer#000012833 | 77911.000000  | -64.709999  | ETHIOPIA       | 7dYCrEuXUpQihU,6sCHoJn,DHl9Ip01 DuuRY8JZ | 15-711-340-8068 | , unusual excuses haggle permanently ironic theodolites. ironic, regular platelets wake
      6220 | Customer#000006220 | 77778.000000  | 6694.270020 | GERMANY        | je,Ssek0XNsaWRGsiKF 0,hDjGVOaSNsN7TkZz   | 17-755-898-9664 | ffily express deposits. carefully ironic packages haggle furiously final excuses. pending dolphins af
     11807 | Customer#000011807 | 77319.000000  | 4670.140137 | ROMANIA        | oFOE5D9UYAGJbGwE                         | 29-159-213-1793 | onic platelets according to the express, pending theodolites are regular accounts. slyly regular deposits haggle
      9292 | Customer#000009292 | 76177.000000  | 7580.580078 | SAUDI ARABIA   | IGyvwvN,cWLtw3i0az2nGJjuu8m2fET          | 30-893-588-6428 | e carefully unusual deposits? quickly final accounts cajole slyl
      8059 | Customer#000008059 | 75995.000000  | -662.309998 | MOROCCO        | 6mO8DIgJzvTmz9uo39 u2fk5A0vR4n3          | 25-206-753-9546 | y carefully silent patterns. pending, pending accounts solve slyly across the furiously regular requests. bl
      7429 | Customer#000007429 | 75802.000000  | 2008.420044 | INDIA          | kElyTALhy1q4FAgizCahADuoW53NkpI65        | 18-823-129-6335 |  carefully bold packages integrate furiously final instructions. fluffily express packages agai
      3674 | Customer#000003674 | 75753.000000  | 8535.650391 | BRAZIL         | fnga7yK3fm                               | 12-311-951-2304 | e ironic, ironic realms wake carefully expres
     10853 | Customer#000010853 | 75673.000000  | 2154.979980 | PERU           | cU4nYVT56SNMwPwdZIbZU0DlSZB1,fi          | 27-743-599-1842 | refully ironic instructions according to the slyly bold dolphins
      3142 | Customer#000003142 | 75495.000000  | 8941.549805 | JORDAN         | Ke3,gUPeEtYqwPR3O3JmR0fCpSizne           | 23-126-358-9186 | ets. quickly regular packages cajole carefully final accounts. ironically regular platelets haggle carefully.
     14629 | Customer#000014629 | 75295.000000  | 2082.320068 | JAPAN          | uSRbmdetQ3cUTcb0iLLAT44nBemp             | 22-909-456-4443 |  carefully regular asymptotes haggle furiously among the blit
     14938 | Customer#000014938 | 75258.000000  | 128.210007  | MOROCCO        | rDtnGQsvBuvq8despvsq                     | 25-335-132-8074 | riously pending instructions. blithely bold asymptotes cajole; final pinto beans int
      6191 | Customer#000006191 | 75196.000000  | 2167.560059 | RUSSIA         | 7XGJ0ugPk dVdCm1nJQ                      | 32-229-609-5050 | s dugouts. carefully bold pinto beans 
      5381 | Customer#000005381 | 75113.000000  | 4130.879883 | ETHIOPIA       | Q3a0gyIKhp,Dq83eTXbnwdcw3piGBV           | 15-700-184-7619 | posits cajole slyly pending requests. special, expres
      5752 | Customer#000005752 | 75038.000000  | -992.200012 | VIETNAM        | 2KaipOB31N6WZpOx7erHY2now                | 31-220-698-5696 |  deposits use fluffily unusual asymptotes. inst
      5677 | Customer#000005677 | 74706.000000  | 9260.910156 | VIETNAM        | 03f7XKEq0gTf2nt4PlfcgspEgCc8oCYv g       | 31-915-164-1123 | cording to the furiously even i
      3635 | Customer#000003635 | 74645.000000  | 2189.790039 | IRAQ           | fEO16VCdx4kRD0JipeCE                     | 21-332-754-9981 |  above the slyly regular requests. close packages haggle furiousl
     12038 | Customer#000012038 | 74554.000000  | 6490.660156 | UNITED STATES  | 8vHD32NvVOs                              | 34-512-956-9551 | sly unusual ideas solve carefully above th
     11458 | Customer#000011458 | 74252.000000  | 6604.959961 | VIETNAM        | CKnt2xHl6K9DqGEpywt8jxAbYwW8FIACZelxa8   | 31-707-913-6420 | ven excuses cajole carefully across the regular accounts. slyly regular reque
       163 | Customer#000000163 | 73680.000000  | 2948.610107 | VIETNAM        | OgrGcOnm4whd0f                           | 31-863-349-4121 |  nag furiously furiously final requests. slyly s
     10624 | Customer#000010624 | 73636.000000  | -302.929993 | INDIA          | 7rh7209yL3qzClZsY26v 0                   | 18-501-560-2688 | osits cajole carefully. slyly bold deposits wake furiously about t
      2959 | Customer#000002959 | 73401.000000  | 1859.790039 | VIETNAM        |  RxI40GWkgdGn2ExLfnIA0bGOZn2oeGMwnabAiw  | 31-329-973-7101 | final requests wake. blithely special asymptotes cajole. final, special reques
      2807 | Customer#000002807 | 73318.000000  | 6593.129883 | IRAQ           | xX67J7mWLcavEL4                          | 21-911-271-5823 |  furiously regular pinto beans detect slyly alongside of the carefully sl
       709 | Customer#000000709 | 73278.000000  | -867.940002 | CHINA          | drDnC6YXTJgcdfJkpbhrQ7z7XmCsoym2t22jwg   | 28-117-812-5493 | g the blithely ironic multipliers sleep a
     13226 | Customer#000013226 | 73036.000000  | 7379.410156 | PERU           | 2H0dyO0DK6koAP4NNh4d,,HsuhMjI3nD         | 27-834-941-3262 | ully ironic dependencies. even, ironic pinto beans poach fluffily quickly regular pinto 
     14645 | Customer#000014645 | 72916.000000  | 9358.769531 | SAUDI ARABIA   | gx0JrlBqafjI3fTF8HmVJZiwsVlhoAKWeN8      | 30-465-972-8632 | ently final pearls eat carefully fina
     10184 | Customer#000010184 | 72841.000000  | 8533.519531 | UNITED STATES  | Ioy8QQS2Zk                               | 34-216-977-7335 | ven packages. bold accounts are. furiously pending requests nag carefully stealthily even deposits. pin
      8365 | Customer#000008365 | 72796.000000  | 6517.350098 | ETHIOPIA       | WZzPIGiwl6Bw3jUqd ZVzsXm4ZLFrAiOwW       | 15-333-489-3976 | ctions. blithely final requests
     12670 | Customer#000012670 | 72769.000000  | 3282.679932 | SAUDI ARABIA   | AXoD1jl8KlAmdQbeww52xYFqP3               | 30-304-659-1810 | fily special packages. busily even asymptotes 
      4996 | Customer#000004996 | 72751.000000  | 1413.380005 | IRAN           | DBWTWY9sHzOPRlGIiyLThlrYhV               | 20-291-807-4201 | ate never ironic accounts. slyly special warthogs haggle. unusual, ironic dugouts detect 
      4940 | Customer#000004940 | 72652.000000  | 6897.240234 | MOZAMBIQUE     | Ta8AMgnt4d                               | 26-687-297-7802 | es. carefully even pinto beans wake carefully against the escapades. bold foxes use above the requests. ca
      8734 | Customer#000008734 | 72534.000000  | 3625.110107 | MOZAMBIQUE     | 0,dktzeo DYlhmEInr nvnHfvp78cig          | 26-573-397-8661 | . regular requests above the frays doubt ironic instructions. slyly bold attainments wake blithely. ironic ide
     11528 | Customer#000011528 | 72342.000000  | 9753.780273 | INDIA          | YolyPFzbv                                | 18-960-409-4282 | its. regular accounts wake. blithely ironic grouches cajole! furiously unusual accou
     11140 | Customer#000011140 | 72189.000000  | 6047.520020 | INDONESIA      | ZAaHK1oRhSJssuLckU0bCJybo5NXc,           | 19-273-783-1670 | lly special foxes among the final warhorses affix slyly about the slyly pending Tiresias. carefu
     13661 | Customer#000013661 | 72105.000000  | 2876.110107 | MOROCCO        | Ng,OIalfFKAjXvY8hSlfL J RCyN2CAXtBdRIb2M | 25-245-521-4766 | al deposits beside the final requests are in place of the furiously even instructions. slyly silent
      9467 | Customer#000009467 | 71946.000000  | 2323.949951 | FRANCE         | 9ncWwKXfGoZ9lE541GNDQhzZi                | 16-431-250-8120 |  furiously special packages haggle fluffily pa
      4765 | Customer#000004765 | 71932.000000  | 3710.120117 | IRAN           | JUB uanXzvgYx0oqvo                       | 20-119-598-6140 |  asymptotes use furiously even packages; quickly ironic requests according to the depo
     10465 | Customer#000010465 | 71663.000000  | 8562.009766 | GERMANY        | iN4DjXUJ01mVJtCMMoaMrsPLuhN              | 17-775-818-6257 | uests haggle. fluffily final requests around the blithely ironic theodolites doubt against th
     14812 | Customer#000014812 | 71476.000000  | 7163.229980 | JORDAN         | S1FjDCub22EkhkaSH1hhmXCleeckHgvfjFA s4z7 | 23-833-465-5742 |  packages against the blithely bold accounts doze quickly besides the epitaphs. daringly bold Tiresias sleep fl
      9980 | Customer#000009980 | 71468.000000  | 7214.850098 | UNITED STATES  | 3AggXRGJMh5jVqqYTB3hT                    | 34-131-227-7404 | y special theodolites. quickly ironic ideas are bli
      3673 | Customer#000003673 | 71132.000000  | 4144.850098 | BRAZIL         | D41MRshAg2qh4HgvuOl Ry71q,4e rFM         | 12-445-455-8143 | es haggle quickly slyly ironic depths. final deposits nag. ironic a
     12667 | Customer#000012667 | 70886.000000  | 6049.060059 | CANADA         | MWm,mrEAvoqwvnf5DQiyPT                   | 13-246-410-5400 | ns across the furiously bold accounts us
      2063 | Customer#000002063 | 70799.000000  | 1814.880005 | INDIA          | ,wVVUWOGsu86                             | 18-183-452-3066 | according to the final requests use furiously blithely even deposits. special, bol
      1256 | Customer#000001256 | 70794.000000  | 5012.069824 | MOROCCO        | sNx4HcJ35paZik,IN02G7p                   | 25-306-342-4782 | integrate carefully. blithely e
      2149 | Customer#000002149 | 70594.000000  | 4732.419922 | CHINA          | 0y6k8MW8,mrE33vzFKNr33                   | 28-330-415-4842 | fily ironic accounts wake darin
     13481 | Customer#000013481 | 69915.000000  | 9129.519531 | BRAZIL         | 45bABjEt0Hhg5EIpSKy,j5W7ZKXGHiIYo9lxsNVk | 12-857-984-7068 | requests. quickly regular instructions snooze. even, even excuses use furiously even foxes! iron
      5777 | Customer#000005777 | 69856.000000  | 4021.219971 | ALGERIA        | ZC6 ,B6D7y  oP01AAwXavpHhOo1py2UjWo4H  , | 10-745-178-2187 | manent theodolites. bold theodolites use slyly after the quickly express ideas. fluf
      6358 | Customer#000006358 | 69632.000000  | 297.480011  | MOZAMBIQUE     | aynGZ5F8MJIzxoEJc kCqh7J9vj              | 26-600-100-6775 | ages sleep slyly decoys. sometimes bold accounts nag quickly despite the
      3962 | Customer#000003962 | 69498.000000  | 525.130005  | ARGENTINA      | pephBaffSxZ9i2MNmQIen                    | 11-414-175-3984 | are carefully against the regular pains.
     11515 | Customer#000011515 | 69351.000000  | 470.380005  | PERU           | VCRIwbLDzEn                              | 27-644-464-5013 | ests affix blithely according to the silent deposits. 
